year,ine_code,name,value
2007,51,Ceuta,76603.0
2007,52,Melilla,69440.0
2006,2,Albacete,387658.0
2006,3,Alicante/Alacant,1783555.0
2006,4,Almería,635850.0
2006,1,Araba/Álava,301926.0
2006,33,Asturias,1076896.0
2006,5,Ávila,167818.0
2006,6,Badajoz,673474.0
2006,7,"Balears, Illes",1001062.0
2006,8,Barcelona,5309404.0
2006,48,Bizkaia,1139863.0
2006,9,Burgos,363874.0
2006,10,Cáceres,412899.0
2006,11,Cádiz,1194062.0
2006,39,Cantabria,568091.0
2006,12,Castellón/Castelló,559761.0
2006,13,Ciudad Real,506864.0
2006,14,Córdoba,788287.0
2006,15,"Coruña, A",1129141.0
2006,16,Cuenca,208616.0
2006,20,Gipuzkoa,691895.0
2006,17,Girona,687331.0
2006,18,Granada,876184.0
2006,19,Guadalajara,213505.0
2006,21,Huelva,492174.0
2006,22,Huesca,218023.0
2006,23,Jaén,662751.0
2006,24,León,498223.0
2006,25,Lleida,407496.0
2006,27,Lugo,356595.0
2006,28,Madrid,6008183.0
2006,29,Málaga,1491287.0
2006,30,Murcia,1370306.0
2006,31,Navarra,601874.0
2006,32,Ourense,338671.0
2006,34,Palencia,173153.0
2006,35,"Palmas, Las",1024186.0
2006,36,Pontevedra,943117.0
2006,26,"Rioja, La",306377.0
2006,37,Salamanca,353110.0
2006,38,Santa Cruz de Tenerife,971647.0
2006,40,Segovia,156598.0
2006,41,Sevilla,1835077.0
2006,42,Soria,93503.0
2006,43,Tarragona,730466.0
2006,44,Teruel,142160.0
2006,45,Toledo,615618.0
2006,46,Valencia/València,2463592.0
2006,47,Valladolid,519249.0
2006,49,Zamora,197492.0
2006,50,Zaragoza,917288.0
2006,51,Ceuta,75861.0
2006,52,Melilla,66871.0
2005,2,Albacete,384640.0
2005,3,Alicante/Alacant,1732389.0
2005,4,Almería,612315.0
2005,1,Araba/Álava,299957.0
2005,33,Asturias,1076635.0
2005,5,Ávila,167032.0
2005,6,Badajoz,671299.0
2005,7,"Balears, Illes",983131.0
2005,8,Barcelona,5226354.0
2005,48,Bizkaia,1136181.0
2005,9,Burgos,361021.0
2005,10,Cáceres,412580.0
2005,11,Cádiz,1180817.0
2005,39,Cantabria,562309.0
2005,12,Castellón/Castelló,543432.0
2005,13,Ciudad Real,500060.0
2005,14,Córdoba,784376.0
2005,15,"Coruña, A",1126707.0
2005,16,Cuenca,207974.0
2005,20,Gipuzkoa,688708.0
2005,17,Girona,664506.0
2005,18,Granada,860898.0
2005,19,Guadalajara,203737.0
2005,21,Huelva,483792.0
2005,22,Huesca,215864.0
2005,23,Jaén,660284.0
2005,24,León,495902.0
2005,25,Lleida,399439.0
2005,27,Lugo,357625.0
2005,28,Madrid,5964143.0
2005,29,Málaga,1453409.0
2005,30,Murcia,1335792.0
2005,31,Navarra,593472.0
2005,32,Ourense,339555.0
2005,34,Palencia,173471.0
2005,35,"Palmas, Las",1011928.0
2005,36,Pontevedra,938311.0
2005,26,"Rioja, La",301084.0
2005,37,Salamanca,352414.0
2005,38,Santa Cruz de Tenerife,956352.0
2005,40,Segovia,155517.0
2005,41,Sevilla,1813908.0
2005,42,Soria,92773.0
2005,43,Tarragona,704907.0
2005,44,Teruel,141091.0
2005,45,Toledo,598256.0
2005,46,Valencia/València,2416628.0
2005,47,Valladolid,514674.0
2005,49,Zamora,198045.0
2005,50,Zaragoza,912072.0
2005,51,Ceuta,75276.0
2005,52,Melilla,65488.0
2004,2,Albacete,379448.0
2004,3,Alicante/Alacant,1657040.0
2004,4,Almería,580077.0
2004,1,Araba/Álava,295905.0
2004,33,Asturias,1073761.0
2004,5,Ávila,166108.0
2004,6,Badajoz,663896.0
2004,7,"Balears, Illes",955045.0
2004,8,Barcelona,5117885.0
2004,48,Bizkaia,1132861.0
2004,9,Burgos,356437.0
2004,10,Cáceres,411390.0
2004,11,Cádiz,1164374.0
2004,39,Cantabria,554784.0
2004,12,Castellón/Castelló,527345.0
2004,13,Ciudad Real,492914.0
2004,14,Córdoba,779870.0
2004,15,"Coruña, A",1121344.0
2004,16,Cuenca,204546.0
2004,20,Gipuzkoa,686513.0
2004,17,Girona,636198.0
2004,18,Granada,841687.0
2004,19,Guadalajara,193913.0
2004,21,Huelva,476707.0
2004,22,Huesca,212901.0
2004,23,Jaén,654458.0
2004,24,León,492720.0
2004,25,Lleida,385092.0
2004,27,Lugo,358452.0
2004,28,Madrid,5804829.0
2004,29,Málaga,1397925.0
2004,30,Murcia,1294694.0
2004,31,Navarra,584734.0
2004,32,Ourense,340258.0
2004,34,Palencia,173990.0
2004,35,"Palmas, Las",987128.0
2004,36,Pontevedra,930931.0
2004,26,"Rioja, La",293553.0
2004,37,Salamanca,350984.0
2004,38,Santa Cruz de Tenerife,928412.0
2004,40,Segovia,152640.0
2004,41,Sevilla,1792420.0
2004,42,Soria,91652.0
2004,43,Tarragona,674144.0
2004,44,Teruel,139333.0
2004,45,Toledo,578060.0
2004,46,Valencia/València,2358919.0
2004,47,Valladolid,510863.0
2004,49,Zamora,198524.0
2004,50,Zaragoza,897350.0
2004,51,Ceuta,74654.0
2004,52,Melilla,68016.0
2003,2,Albacete,376556.0
2003,3,Alicante/Alacant,1632349.0
2003,4,Almería,565310.0
2003,1,Araba/Álava,294360.0
2003,33,Asturias,1075381.0
2003,5,Ávila,165480.0
2003,6,Badajoz,663142.0
2003,7,"Balears, Illes",947361.0
2003,8,Barcelona,5052666.0
2003,48,Bizkaia,1133428.0
2003,9,Burgos,355205.0
2003,10,Cáceres,410762.0
2003,11,Cádiz,1155724.0
2003,39,Cantabria,549690.0
2003,12,Castellón/Castelló,518239.0
2003,13,Ciudad Real,487670.0
2003,14,Córdoba,775944.0
2003,15,"Coruña, A",1120814.0
2003,16,Cuenca,202982.0
2003,20,Gipuzkoa,684416.0
2003,17,Girona,619692.0
2003,18,Granada,828107.0
2003,19,Guadalajara,185474.0
2003,21,Huelva,472446.0
2003,22,Huesca,211286.0
2003,23,Jaén,651565.0
2003,24,León,495998.0
2003,25,Lleida,377639.0
2003,27,Lugo,360512.0
2003,28,Madrid,5718942.0
2003,29,Málaga,1374890.0
2003,30,Murcia,1269230.0
2003,31,Navarra,578210.0
2003,32,Ourense,342213.0
2003,34,Palencia,175047.0
2003,35,"Palmas, Las",979606.0
2003,36,Pontevedra,927555.0
2003,26,"Rioja, La",287390.0
2003,37,Salamanca,348271.0
2003,38,Santa Cruz de Tenerife,915262.0
2003,40,Segovia,150701.0
2003,41,Sevilla,1782862.0
2003,42,Soria,90954.0
2003,43,Tarragona,654149.0
2003,44,Teruel,138686.0
2003,45,Toledo,563099.0
2003,46,Valencia/València,2320297.0
2003,47,Valladolid,506302.0
2003,49,Zamora,199688.0
2003,50,Zaragoza,880118.0
2003,51,Ceuta,74931.0
2003,52,Melilla,68463.0
2002,2,Albacete,371787.0
2002,3,Alicante/Alacant,1557968.0
2002,4,Almería,546498.0
2002,1,Araba/Álava,291860.0
2002,33,Asturias,1073971.0
2002,5,Ávila,165138.0
2002,6,Badajoz,662808.0
2002,7,"Balears, Illes",916968.0
2002,8,Barcelona,4906117.0
2002,48,Bizkaia,1133444.0
2002,9,Burgos,352723.0
2002,10,Cáceres,410242.0
2002,11,Cádiz,1140793.0
2002,39,Cantabria,542275.0
2002,12,Castellón/Castelló,501237.0
2002,13,Ciudad Real,484338.0
2002,14,Córdoba,771131.0
2002,15,"Coruña, A",1111886.0
2002,16,Cuenca,201614.0
2002,20,Gipuzkoa,682977.0
2002,17,Girona,598112.0
2002,18,Granada,818959.0
2002,19,Guadalajara,177761.0
2002,21,Huelva,464934.0
2002,22,Huesca,208963.0
2002,23,Jaén,647387.0
2002,24,León,496655.0
2002,25,Lleida,371055.0
2002,27,Lugo,361782.0
2002,28,Madrid,5527152.0
2002,29,Málaga,1330010.0
2002,30,Murcia,1226993.0
2002,31,Navarra,569628.0
2002,32,Ourense,343768.0
2002,34,Palencia,176125.0
2002,35,"Palmas, Las",951037.0
2002,36,Pontevedra,919934.0
2002,26,"Rioja, La",281614.0
2002,37,Salamanca,347120.0
2002,38,Santa Cruz de Tenerife,892718.0
2002,40,Segovia,149286.0
2002,41,Sevilla,1758720.0
2002,42,Soria,91487.0
2002,43,Tarragona,631156.0
2002,44,Teruel,137342.0
2002,45,Toledo,546538.0
2002,46,Valencia/València,2267503.0
2002,47,Valladolid,501157.0
2002,49,Zamora,200678.0
2002,50,Zaragoza,871209.0
2002,51,Ceuta,76152.0
2002,52,Melilla,69184.0
2001,2,Albacete,367283.0
2001,3,Alicante/Alacant,1490265.0
2001,4,Almería,533168.0
2001,1,Araba/Álava,288793.0
2001,33,Asturias,1075329.0
2001,5,Ávila,163885.0
2001,6,Badajoz,664251.0
2001,7,"Balears, Illes",878627.0
2001,8,Barcelona,4804606.0
2001,48,Bizkaia,1132616.0
2001,9,Burgos,349810.0
2001,10,Cáceres,409130.0
2001,11,Cádiz,1131346.0
2001,39,Cantabria,537606.0
2001,12,Castellón/Castelló,485173.0
2001,13,Ciudad Real,478581.0
2001,14,Córdoba,769625.0
2001,15,"Coruña, A",1108002.0
2001,16,Cuenca,201526.0
2001,20,Gipuzkoa,680069.0
2001,17,Girona,579650.0
2001,18,Granada,812637.0
2001,19,Guadalajara,171532.0
2001,21,Huelva,461730.0
2001,22,Huesca,205955.0
2001,23,Jaén,645781.0
2001,24,León,499517.0
2001,25,Lleida,365023.0
2001,27,Lugo,364125.0
2001,28,Madrid,5372433.0
2001,29,Málaga,1302240.0
2001,30,Murcia,1190378.0
2001,31,Navarra,556263.0
2001,32,Ourense,344623.0
2001,34,Palencia,177345.0
2001,35,"Palmas, Las",924558.0
2001,36,Pontevedra,916176.0
2001,26,"Rioja, La",270400.0
2001,37,Salamanca,350209.0
2001,38,Santa Cruz de Tenerife,856808.0
2001,40,Segovia,147028.0
2001,41,Sevilla,1747441.0
2001,42,Soria,91314.0
2001,43,Tarragona,612086.0
2001,44,Teruel,136233.0
2001,45,Toledo,536131.0
2001,46,Valencia/València,2227170.0
2001,47,Valladolid,497961.0
